,tenure,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_Two year,PaymentMethod_Electronic check
342,66,67.45,4508.65,0,0,1,0,0
6615,9,50.1,484.05,0,0,1,0,1
2999,19,20.6,414.95,0,1,1,0,0
3344,10,74.15,811.8,1,0,1,0,0
5463,1,44.35,44.35,0,0,1,0,0
6334,67,104.0,7039.05,1,0,0,1,1
100,1,20.2,20.2,0,1,1,0,0
6722,67,107.05,7142.5,1,0,0,0,0
796,31,81.7,2548.65,1,0,0,0,0
4270,72,92.4,6786.1,0,0,0,1,1
3823,72,78.85,5763.15,0,0,0,1,0
2674,4,20.05,91.45,0,1,1,0,0
4564,1,20.0,20.0,0,1,1,0,0
3106,50,19.4,1023.95,0,1,0,1,0
3207,5,19.65,92.05,0,1,1,0,0
3070,6,50.95,307.6,0,0,1,0,0
4191,63,108.75,6871.7,1,0,1,0,1
4540,1,20.95,20.95,0,1,1,0,0
3966,72,107.7,7919.8,1,0,0,1,0
1212,7,69.55,521.35,1,0,1,0,1
6248,60,60.8,3603.45,0,0,0,1,0
2629,2,70.7,140.7,1,0,1,0,0
1603,15,64.65,994.55,0,0,1,0,0
5220,29,58.0,1734.5,0,0,0,0,0
941,13,30.15,382.2,0,0,1,0,1
5689,5,74.65,383.65,1,0,1,0,1
2782,38,85.4,3297.0,0,0,0,1,0
722,4,85.95,381.3,1,0,1,0,1
1372,23,95.3,2192.9,1,0,1,0,0
856,72,86.05,6309.65,0,0,0,1,0
4994,18,96.05,1740.7,1,0,1,0,1
4897,15,30.2,469.65,0,0,1,0,0
23,58,59.9,3505.1,0,0,0,1,0
6033,25,88.95,2291.2,1,0,1,0,1
2902,6,74.1,450.9,1,0,1,0,1
1157,62,97.95,5936.55,1,0,0,0,0
1572,3,45.0,127.1,0,0,1,0,1
1666,8,20.25,174.65,0,1,0,1,0
1131,14,64.7,941.0,0,0,1,0,0
4331,71,25.55,1898.1,0,1,0,1,0
329,17,82.65,1470.05,1,0,1,0,0
3315,66,107.35,7051.95,1,0,0,0,0
1172,32,100.4,3217.65,1,0,1,0,1
1205,1,74.9,74.9,1,0,1,0,1
6567,15,99.7,1566.75,1,0,1,0,1
6738,1,20.35,20.35,0,1,1,0,0
2289,72,107.45,7576.7,1,0,0,1,0
6895,54,46.0,2424.05,0,0,0,1,0
3337,7,75.35,564.65,1,0,1,0,1
661,10,45.25,428.7,0,0,1,0,0
2070,49,59.75,2934.3,0,0,1,0,0
3465,4,45.9,199.75,0,0,1,0,1
2307,9,65.6,593.3,0,0,0,0,0
4350,33,44.55,1462.6,0,0,1,0,0
2580,30,101.3,2974.5,1,0,1,0,1
5374,10,74.75,799.65,1,0,1,0,1
2397,1,88.35,88.35,1,0,1,0,1
2447,7,74.9,490.55,1,0,1,0,1
6065,59,25.0,1510.5,0,1,0,1,0
1118,48,105.25,4997.5,1,0,1,0,0
1044,8,54.25,447.75,0,0,0,0,0
5817,1,44.4,44.4,0,0,1,0,1
2725,2,24.5,46.4,0,0,1,0,1
5611,58,100.4,5749.8,1,0,1,0,0
4921,39,99.95,3767.4,1,0,1,0,0
6623,1,76.45,76.45,1,0,1,0,1
6336,57,74.3,4018.35,1,0,1,0,1
3881,71,65.15,4681.75,0,0,0,1,0
695,1,20.65,20.65,0,1,1,0,0
3831,25,89.05,2177.45,1,0,0,0,1
1375,39,19.85,854.8,0,1,0,1,0
3715,11,78.5,874.2,1,0,1,0,1
716,71,58.25,4145.9,0,0,0,1,0
1481,72,65.1,4754.3,0,0,0,1,0
3357,1,59.2,59.2,0,0,1,0,1
1054,40,97.1,3706.95,1,0,1,0,0
3636,11,19.7,216.2,0,1,1,0,0
933,4,84.6,360.1,1,0,1,0,1
3326,38,70.15,2497.35,0,0,0,0,0
4295,67,60.95,4119.4,0,0,0,0,0
4395,69,103.95,7446.9,1,0,1,0,1
6758,27,19.4,460.25,0,1,1,0,0
4078,22,67.5,1544.05,0,0,0,0,0
3798,42,100.3,4222.95,1,0,1,0,1
4995,7,75.1,552.95,1,0,1,0,0
1742,2,87.15,183.75,1,0,1,0,0
10,13,49.95,587.45,0,0,1,0,0
3451,65,70.95,4555.2,1,0,0,0,0
5106,52,59.45,3043.7,0,0,1,0,1
6970,4,74.35,265.35,1,0,1,0,1
5177,36,84.1,3021.6,1,0,1,0,1
1049,1,19.65,19.65,0,1,1,0,0
5277,6,89.3,577.6,1,0,1,0,1
6155,5,19.35,126.05,0,1,1,0,0
2684,69,105.2,7386.05,1,0,0,0,0
4904,33,107.55,3645.5,1,0,1,0,1
1682,72,85.25,6083.1,0,0,0,1,1
1649,27,56.15,1439.35,0,0,1,0,0
5154,17,104.2,1743.5,1,0,1,0,1
1778,72,24.75,1859.1,0,1,0,1,0
6157,3,19.85,64.55,0,1,1,0,0
777,2,82.0,184.65,1,0,1,0,1
6352,42,94.4,4014.6,1,0,1,0,1
2846,2,62.15,113.1,0,0,1,0,0
180,1,29.95,29.95,0,0,1,0,0
4716,66,66.9,4370.25,0,0,0,1,0
1065,23,90.05,2169.8,1,0,1,0,0
6509,1,25.05,25.05,0,0,1,0,1
1060,26,20.05,505.9,0,1,0,0,0
228,30,89.9,2723.15,1,0,1,0,0
4998,62,110.75,7053.35,1,0,0,0,0
5711,20,90.8,1951.0,1,0,1,0,1
1186,58,61.05,3478.75,0,0,0,0,0
2915,72,63.8,4684.3,0,0,0,1,0
6818,3,71.1,213.35,0,0,0,1,0
477,7,75.7,554.05,0,0,1,0,1
5302,10,65.5,616.9,0,0,1,0,1
384,48,108.1,5067.45,1,0,0,1,0
5183,34,79.6,2718.3,1,0,1,0,0
999,2,70.3,132.4,0,0,1,0,1
1975,21,19.6,390.4,0,1,0,1,0
838,36,79.2,2854.95,0,0,1,0,0
1173,1,19.85,19.85,0,1,1,0,1
1063,10,62.25,612.95,0,0,1,0,0
715,46,89.15,4245.55,1,0,1,0,0
3103,1,19.45,19.45,0,1,1,0,1
3795,12,81.45,912.0,1,0,1,0,1
5496,43,24.25,1077.95,0,1,0,1,0
3843,1,70.85,70.85,1,0,1,0,0
3921,24,66.3,1559.45,0,0,1,0,0
3888,1,80.15,80.15,1,0,1,0,0
2812,66,104.05,6890.0,1,0,0,0,1
3396,58,99.25,5846.65,1,0,0,0,0
1222,64,69.25,4447.75,0,0,0,1,0
6405,60,101.4,6176.6,1,0,0,0,0
5067,30,66.3,1923.5,0,0,1,0,0
5849,63,19.95,1234.8,0,1,0,1,0
4856,31,91.15,2995.45,1,0,1,0,1
5471,29,74.2,1993.25,1,0,1,0,1
4723,1,74.35,74.35,1,0,1,0,1
2222,38,101.15,3956.7,1,0,1,0,0
5927,51,24.75,1234.6,0,1,0,1,0
929,30,86.45,2538.05,1,0,0,0,1
6440,32,101.35,3334.9,1,0,1,0,1
1156,53,18.7,1005.7,0,1,0,1,0
1758,68,20.05,1386.9,0,1,0,1,0
2729,2,85.7,169.8,1,0,1,0,1
1442,52,100.3,5244.45,1,0,0,0,1
6575,22,59.05,1253.5,0,0,1,0,0
6182,72,88.7,6501.35,0,0,0,1,0
1730,1,59.85,59.85,0,0,1,0,1
6135,71,114.0,8175.9,1,0,0,1,0
7008,3,75.05,256.25,1,0,1,0,0
1772,2,79.0,143.65,1,0,1,0,1
4361,29,58.75,1696.2,0,0,0,0,1
6452,15,87.75,1242.2,1,0,1,0,0
3140,14,76.45,1117.55,1,0,1,0,1
2452,15,74.2,1133.9,1,0,1,0,0
5169,15,64.85,950.75,0,0,0,0,0
3182,45,95.2,4285.8,1,0,0,1,0
5707,2,45.55,84.4,0,0,1,0,1
1064,14,55.7,795.15,0,0,0,0,0
6887,35,24.3,821.6,0,1,0,1,0
5413,15,94.0,1505.45,1,0,1,0,0
5120,7,49.75,331.3,0,0,0,0,1
2420,4,38.55,156.1,0,0,1,0,0
1495,52,98.15,4993.4,1,0,1,0,0
1462,36,20.0,666.75,0,1,0,0,0
967,3,20.85,60.65,0,1,1,0,0
1440,8,19.9,153.95,0,1,0,0,0
5283,19,48.8,953.65,0,0,1,0,0
878,60,64.75,4039.5,0,0,0,0,1
5992,65,72.45,4653.85,0,0,0,0,0
991,58,24.35,1423.85,0,1,0,1,0
6694,8,76.15,645.8,0,0,0,1,0
170,43,84.25,3539.25,1,0,0,0,0
2967,59,113.75,6561.25,1,0,0,1,1
2504,2,75.7,189.2,1,0,1,0,1
3287,19,100.95,1875.55,1,0,0,0,1
5275,11,53.75,608.0,0,0,1,0,1
1557,12,67.25,832.3,0,0,1,0,1
2347,8,24.4,203.95,0,1,0,0,0
1267,64,76.1,4818.8,0,0,0,1,0
545,34,78.95,2647.2,1,0,0,0,0
5736,1,20.05,20.05,0,1,1,0,0
584,3,20.0,61.7,0,1,1,0,0
2939,12,83.8,1029.75,1,0,1,0,0
3219,24,24.7,571.75,0,1,0,1,0
2285,53,93.9,5029.2,1,0,1,0,1
7017,51,20.65,1020.75,0,1,0,1,0
3613,55,50.05,2743.45,0,0,0,0,0
2501,72,20.35,1354.4,0,1,0,1,1
6420,32,79.25,2619.15,1,0,0,0,1
7025,18,95.05,1679.4,1,0,1,0,0
6246,54,65.3,3512.9,0,0,0,1,0
4229,72,115.75,8443.7,1,0,0,1,0
3594,9,40.75,359.4,0,0,1,0,1
2698,2,19.85,51.6,0,1,1,0,0
3467,5,91.4,449.75,1,0,1,0,1
1357,48,111.45,5315.1,1,0,1,0,0
6146,25,99.5,2369.05,1,0,1,0,1
3152,26,95.85,2475.35,1,0,0,0,0
1478,41,104.7,4346.4,1,0,1,0,1
3638,2,50.15,115.1,0,0,1,0,0
5100,1,75.3,75.3,1,0,1,0,1
2603,72,114.9,8496.7,1,0,0,1,1
3419,69,92.15,6480.9,1,0,0,1,0
3385,12,96.05,1148.1,1,0,1,0,1
2561,71,99.0,7061.65,1,0,0,1,0
1066,47,19.65,973.1,0,1,0,1,0
2742,66,68.75,4447.55,0,0,0,1,0
182,8,84.5,662.65,1,0,1,0,0
117,10,100.25,1064.65,1,0,1,0,1
1387,72,24.3,1643.25,0,1,0,1,0
211,1,25.25,25.25,0,0,1,0,1
1409,43,92.55,4039.0,1,0,1,0,0
810,58,103.25,6017.65,1,0,0,0,0
2249,11,70.5,829.3,0,0,1,0,0
6617,48,83.45,3887.85,0,0,0,0,0
3922,67,94.65,6079.0,1,0,1,0,0
1365,59,41.05,2452.7,0,0,1,0,0
833,37,88.8,3340.55,1,0,1,0,1
4110,70,67.95,4664.15,0,0,0,1,0
6828,8,19.05,201.7,0,1,0,1,0
2313,43,104.3,4451.85,1,0,0,0,0
5735,48,20.0,935.9,0,1,0,1,0
4831,18,40.2,711.95,0,0,0,0,0
4507,8,66.05,574.5,0,0,1,0,0
5017,41,35.45,1391.65,0,0,0,0,0
523,23,75.6,1758.6,1,0,1,0,0
3874,9,43.75,405.7,0,0,1,0,1
2321,65,95.45,6223.3,1,0,1,0,0
5085,39,40.6,1494.5,0,0,1,0,1
6628,7,94.05,633.45,1,0,0,0,0
1246,45,105.15,4730.9,1,0,1,0,1
5914,25,54.3,1296.8,0,0,1,0,1
1034,71,81.85,5924.4,0,0,0,1,0
5894,45,100.85,4740.0,1,0,1,0,0
276,52,105.05,5624.85,1,0,1,0,1
4858,57,59.6,3509.4,0,0,0,0,0
665,3,74.75,238.1,1,0,1,0,0
3332,1,46.3,46.3,0,0,1,0,0
6972,56,111.95,6418.9,1,0,0,0,1
5002,69,43.95,2960.1,0,0,0,1,0
3567,14,89.65,1208.35,1,0,1,0,0
644,15,25.25,394.85,0,1,1,0,1
5259,30,77.9,2351.45,1,0,1,0,0
773,5,88.9,454.15,1,0,1,0,0
653,17,24.8,475.25,0,1,1,0,0
6697,30,79.3,2427.1,0,0,0,0,0
32,27,66.15,1874.45,0,0,0,0,0
1973,72,80.8,5728.55,0,0,0,1,1
4826,8,105.5,829.55,1,0,1,0,1
2187,71,116.25,8564.75,1,0,0,1,1
1460,5,85.3,424.15,1,0,1,0,1
2554,18,50.0,892.7,0,0,1,0,0
5605,10,60.2,563.5,0,0,1,0,0
786,72,55.3,3983.6,0,0,0,1,0
4848,5,93.9,486.85,1,0,1,0,0
2338,72,19.95,1322.85,0,1,0,1,0
3043,2,30.4,78.65,0,0,1,0,1
6000,52,19.65,928.4,0,1,0,0,0
3305,38,94.75,3653.0,1,0,1,0,1
3256,61,84.9,5264.5,0,0,0,0,0
824,62,25.8,1563.95,0,1,0,1,0
4691,56,100.65,5688.05,1,0,1,0,0
3752,55,59.2,3175.85,0,0,0,1,1
6596,64,81.25,5567.55,0,0,0,0,1
6380,65,104.35,6578.55,1,0,1,0,1
3476,65,100.75,6674.65,1,0,0,0,1
3159,3,94.85,335.75,1,0,1,0,1
3808,3,19.3,54.7,0,1,1,0,0
5431,37,19.8,695.05,0,1,0,0,1
868,59,85.55,5084.65,1,0,0,0,1
2210,69,104.0,7028.5,1,0,0,1,1
4699,49,106.65,5174.35,1,0,0,1,0
4863,57,20.75,1123.15,0,1,0,1,0
2353,3,80.35,253.8,1,0,1,0,1
1602,30,90.25,2755.35,1,0,1,0,1
2570,30,94.05,2866.45,1,0,1,0,0
3870,68,54.4,3723.65,0,0,0,0,1
6276,15,20.35,335.95,0,1,0,0,0
4251,24,52.5,1208.15,0,0,0,1,0
3496,25,74.3,1952.25,1,0,1,0,0
3494,9,85.35,754.65,1,0,1,0,0
2037,1,70.6,70.6,1,0,1,0,0
4872,72,84.9,6065.3,0,0,0,1,0
762,3,70.3,208.85,1,0,1,0,1
2787,72,26.1,1851.45,0,1,0,1,0
6934,71,104.15,7365.3,1,0,0,1,0
235,2,54.4,114.1,0,0,1,0,0
6119,14,51.45,727.85,0,0,0,0,0
6998,13,80.5,1011.8,1,0,1,0,1
3107,72,113.65,8182.75,1,0,0,1,0
4640,1,70.0,70.0,1,0,1,0,1
5054,68,54.45,3674.95,0,0,0,0,0
655,10,95.1,865.1,1,0,1,0,0
5462,64,70.15,4480.7,0,0,0,0,0
3285,67,69.2,4671.65,0,0,0,1,0
4796,55,94.75,5276.1,1,0,0,0,1
3399,42,78.45,3373.4,0,0,0,1,0
1970,7,81.1,576.65,1,0,1,0,1
299,1,73.6,73.6,1,0,1,0,0
5247,27,94.55,2724.6,1,0,1,0,0
2689,72,116.75,8277.05,1,0,0,1,0
2769,15,19.75,297.3,0,1,1,0,0
4156,1,19.75,19.75,0,1,1,0,0
6859,71,111.3,7985.9,1,0,0,1,0
3845,4,73.9,280.85,1,0,1,0,1
6796,2,56.7,113.55,0,0,1,0,0
3763,4,80.35,307.4,1,0,1,0,1
3317,63,70.8,4448.8,0,0,0,0,0
6209,29,24.85,788.05,0,0,0,0,0
1986,69,93.3,6398.05,1,0,0,1,0
4010,1,20.4,20.4,0,1,1,0,0
4118,40,74.8,2971.7,1,0,1,0,0
1743,67,24.85,1583.5,0,1,0,1,0
5751,47,20.25,1029.8,0,1,0,1,0
2490,39,100.55,3895.35,1,0,0,1,0
6655,63,24.2,1618.2,0,1,0,1,0
3006,14,74.95,1036.75,1,0,1,0,1
389,1,44.0,44.0,0,0,1,0,1
1100,15,24.8,324.15,0,1,1,0,1
6551,63,96.0,6109.75,1,0,0,0,1
6980,16,39.0,679.85,0,0,1,0,0
6374,72,20.7,1482.3,0,1,0,1,0
1197,15,19.45,340.85,0,1,1,0,0
2617,1,19.6,19.6,0,1,1,0,0
230,54,108.0,5760.65,1,0,0,1,0
6129,52,39.9,2020.9,0,0,1,0,1
4510,38,68.15,2656.3,0,0,1,0,0
5513,67,92.45,6140.85,1,0,0,1,0
3696,6,49.15,270.8,0,0,1,0,1
2870,57,107.95,5969.85,1,0,0,1,1
413,51,87.35,4473.0,1,0,1,0,1
6397,54,65.25,3529.95,0,0,0,0,0
2921,9,95.5,829.1,1,0,1,0,1
6095,4,19.65,67.55,0,1,1,0,0
704,4,49.25,208.45,0,0,1,0,0
1759,20,19.4,415.4,0,1,1,0,0
5728,13,89.4,1132.35,1,0,1,0,1
5653,7,79.0,522.95,1,0,1,0,1
6997,27,76.1,2093.4,1,0,1,0,1
1461,22,95.9,2234.95,1,0,1,0,0
3460,48,100.05,4834.0,1,0,1,0,0
4079,10,78.15,765.15,1,0,1,0,0
5409,26,89.15,2277.65,1,0,1,0,1
1469,37,98.8,3475.55,1,0,1,0,0
736,30,110.45,3327.05,1,0,0,0,0
3857,5,20.65,93.55,0,1,1,0,0
3832,51,78.65,3950.85,0,0,0,0,0
4734,39,80.0,3182.95,0,0,0,0,0
5353,21,61.65,1393.6,0,0,1,0,0
4862,2,70.95,137.95,1,0,1,0,1
1486,2,55.05,102.75,0,0,1,0,0
4747,35,20.6,754.0,0,1,0,0,0
2534,69,107.2,7317.1,1,0,0,0,0
4460,18,78.2,1468.75,1,0,1,0,1
2903,12,35.5,432.25,0,0,1,0,0
2732,4,20.4,94.5,0,1,1,0,0
1808,23,79.15,1676.95,1,0,1,0,1
4670,46,35.05,1620.25,0,0,1,0,0
6479,1,55.0,55.0,0,0,1,0,0
1070,2,69.75,144.55,1,0,1,0,0
6018,33,20.35,689.75,0,1,0,1,0
340,32,54.65,1830.1,0,0,1,0,0
5509,5,46.0,221.7,0,0,1,0,0
6219,1,25.7,25.7,0,0,1,0,0
5074,49,19.45,921.3,0,1,0,0,0
4493,18,25.3,454.65,0,1,0,1,0
4882,66,62.5,4136.4,0,0,0,1,0
3603,2,45.85,81.0,0,0,1,0,0
4718,20,20.0,416.45,0,1,0,0,0
4778,62,24.4,1413.0,0,1,0,1,0
1901,12,20.15,260.7,0,1,0,0,1
1644,34,109.8,3587.25,1,0,1,0,0
4340,5,48.65,235.2,0,0,1,0,0
705,25,79.85,2015.35,1,0,1,0,0
5507,28,59.9,1654.7,0,0,0,0,1
4036,18,20.25,401.95,0,1,1,0,0
3368,46,94.15,4408.45,1,0,0,0,1
2839,41,19.3,772.4,0,1,0,1,0
1418,67,89.55,6373.1,1,0,1,0,0
4571,20,69.8,1540.35,1,0,1,0,0
1202,53,94.25,4867.95,1,0,0,0,0
207,1,79.9,79.9,1,0,1,0,1
4812,9,66.25,620.55,0,0,1,0,0
2673,22,101.35,2317.1,1,0,1,0,0
4197,22,84.75,1816.75,1,0,1,0,1
628,72,111.65,7943.45,1,0,0,1,1
6864,3,25.3,77.75,0,0,1,0,1
4085,30,40.35,1187.05,0,0,0,0,0
4030,5,51.0,286.8,0,0,1,0,0
2910,35,25.4,949.8,0,1,0,1,0
1897,30,50.4,1527.5,0,0,1,0,0
3062,24,34.25,828.2,0,0,1,0,0
5285,71,80.7,5705.05,0,0,0,1,0
5008,6,19.65,116.85,0,1,0,1,0
251,2,70.4,147.15,1,0,1,0,1
2291,4,85.65,321.65,1,0,1,0,1
2677,4,70.05,266.9,1,0,1,0,0
6740,40,79.2,3233.85,1,0,1,0,0
4974,3,36.85,108.7,0,0,1,0,0
864,22,94.65,2104.55,1,0,1,0,0
6234,58,25.3,1474.35,0,1,0,1,0
4657,42,25.1,1097.15,0,0,1,0,0
4303,45,25.5,1121.05,0,1,0,1,0
1809,32,85.0,2642.05,1,0,1,0,1
6603,14,66.6,979.5,0,0,1,0,0
2605,13,20.4,261.3,0,1,0,1,0
3054,67,106.6,7244.7,1,0,0,0,0
5897,71,23.9,1626.4,0,1,0,1,0
319,35,91.5,3236.35,1,0,1,0,0
234,29,25.15,702.0,0,1,1,0,1
4033,67,60.05,3994.05,0,0,0,0,0
4021,1,20.5,20.5,0,1,1,0,0
5261,54,110.45,6077.75,1,0,0,1,1
3186,58,20.3,1160.75,0,1,0,1,0
6414,40,25.25,1006.9,0,1,0,1,0
5554,63,20.6,1298.7,0,1,0,1,0
5962,16,80.75,1321.3,1,0,1,0,0
837,1,44.4,44.4,0,0,1,0,0
1021,28,54.35,1426.45,0,0,0,0,0
4675,43,100.0,4211.55,1,0,0,0,1
5599,9,94.85,890.6,1,0,1,0,0
44,13,76.2,981.45,0,0,1,0,1
6702,18,85.6,1601.5,1,0,1,0,1
6144,23,90.0,2024.1,1,0,1,0,1
4951,29,84.3,2357.75,1,0,1,0,1
965,8,100.3,832.35,1,0,1,0,0
1699,42,20.65,958.1,0,1,0,0,0
6303,71,109.25,7707.7,1,0,0,1,1
2983,71,89.9,6457.15,0,0,0,1,0
2408,45,20.85,892.15,0,1,0,1,0
1831,22,63.55,1381.8,0,0,1,0,0
2752,31,35.4,1077.5,0,0,1,0,0
178,15,105.35,1559.25,1,0,1,0,0
346,2,90.4,168.2,1,0,1,0,1
3942,1,42.9,42.9,0,0,1,0,1
6512,11,60.9,688.5,0,0,1,0,1
6168,1,79.25,79.25,1,0,1,0,1
3989,8,38.5,330.8,0,0,1,0,1
3249,10,55.55,551.3,0,0,1,0,0
3223,3,29.8,94.4,0,0,1,0,0
5011,43,94.5,4156.8,1,0,1,0,1
4443,1,44.75,44.75,0,0,1,0,0
4122,53,62.85,3419.5,0,0,0,0,0
2522,53,78.75,3942.45,0,0,0,0,0
1370,27,20.25,538.2,0,1,0,1,0
6491,1,69.2,69.2,1,0,1,0,1
5864,47,19.65,921.55,0,1,0,1,0
6201,5,80.7,374.8,1,0,1,0,1
1035,66,25.1,1697.7,0,1,0,1,0
3216,1,50.45,50.45,0,0,1,0,0
5536,9,34.7,296.1,0,0,1,0,0
5848,72,103.95,7517.7,1,0,0,1,0
3616,69,87.3,6055.55,1,0,0,0,0
2900,1,69.25,69.25,1,0,1,0,1
6359,55,79.4,4238.45,1,0,1,0,1
2459,8,20.45,162.3,0,1,1,0,0
2366,1,70.15,70.15,1,0,1,0,1
3617,18,48.35,810.7,0,0,1,0,1
3325,4,85.65,338.9,1,0,1,0,1
4894,57,71.1,4140.1,0,0,0,0,0
4241,22,61.15,1422.05,0,0,1,0,0
2957,4,80.3,324.2,1,0,1,0,0
5634,1,19.9,19.9,0,1,1,0,1
5895,39,59.85,2341.5,0,0,1,0,0
7041,4,74.4,306.6,1,0,1,0,0
841,72,105.0,7589.8,1,0,0,1,0
4344,68,80.65,5330.2,0,0,0,1,1
361,41,98.8,3959.15,1,0,0,1,0
6130,58,64.9,3795.45,0,0,0,1,0
1124,12,49.05,593.05,0,0,1,0,0
620,10,34.55,362.6,0,0,1,0,0
3263,52,85.8,4433.3,1,0,1,0,0
3472,56,104.75,5841.35,1,0,1,0,1
997,4,94.3,424.45,1,0,1,0,1
6794,43,19.55,876.15,0,1,0,1,0
5031,9,101.5,906.85,1,0,1,0,1
1430,23,24.8,615.35,0,1,0,0,0
5518,30,94.4,2838.7,1,0,1,0,1
3991,4,93.5,362.2,1,0,1,0,1
6022,20,18.9,347.65,0,1,1,0,0
6767,57,55.7,3171.6,0,0,1,0,1
6038,70,114.2,7723.9,1,0,0,1,0
5433,55,100.9,5552.05,1,0,0,0,0
6873,68,89.05,6185.8,0,0,0,1,0
6494,26,29.8,786.5,0,0,1,0,0
5038,10,19.3,185.2,0,1,0,0,0
482,20,81.45,1671.6,1,0,1,0,1
3411,53,101.9,5549.4,1,0,1,0,1
50,43,90.25,3838.75,1,0,1,0,1
697,3,50.15,168.15,0,0,1,0,1
5184,68,84.7,5711.05,1,0,0,1,0
6821,18,99.85,1776.95,1,0,1,0,0
1650,1,85.8,85.8,1,0,1,0,0
616,8,25.25,186.3,0,0,1,0,0
4916,2,79.55,151.75,1,0,1,0,1
2757,69,84.45,5848.6,1,0,0,0,0
370,33,20.6,690.25,0,1,0,0,0
1726,30,49.9,1441.95,0,0,1,0,1
6973,53,94.0,4871.45,1,0,0,0,1
5545,21,86.55,1857.25,1,0,1,0,0
4942,4,50.9,225.6,0,0,1,0,1
2687,28,91.0,2626.15,1,0,1,0,1
691,31,75.25,2344.5,0,0,0,0,0
3188,8,49.85,365.55,0,0,1,0,1
5397,6,84.85,523.5,1,0,1,0,1
6932,10,56.75,503.25,0,0,1,0,0
6525,55,20.5,1177.95,0,1,0,1,0
2202,7,70.1,467.55,1,0,1,0,0
1170,72,114.0,8093.15,1,0,0,1,1
1827,45,50.9,2333.85,0,0,1,0,0
2111,30,21.25,711.9,0,1,0,1,0
3824,4,55.3,238.5,0,0,1,0,0
3353,12,85.05,999.8,1,0,1,0,0
2615,72,91.35,6697.2,0,0,0,1,0
5719,24,19.7,494.05,0,1,0,1,0
6507,58,93.4,5435.6,1,0,1,0,0
3329,18,50.3,908.75,0,0,1,0,0
5524,45,54.65,2553.7,0,0,0,1,0
5597,22,90.5,1910.6,1,0,1,0,0
714,72,25.4,1710.9,0,1,0,1,0
6377,1,44.65,44.65,0,0,1,0,0
2584,58,65.25,3791.6,0,0,1,0,0
3211,17,20.05,337.9,0,1,0,0,0
1011,71,58.65,4145.25,0,0,0,1,0
3917,1,69.1,69.1,1,0,1,0,1
3416,12,69.85,837.5,0,0,1,0,0
6621,46,19.4,958.15,0,1,0,1,0
354,21,41.9,840.1,0,0,1,0,1
827,14,25.55,372.45,0,1,1,0,0
2739,61,101.15,6383.9,1,0,0,0,0
1984,14,90.9,1259.0,1,0,1,0,0
5638,1,19.95,19.95,0,1,1,0,1
43,63,79.85,4861.45,0,0,0,1,0
4817,1,19.9,19.9,0,1,1,0,0
6443,9,19.5,150.35,0,1,1,0,0
2085,32,93.2,2931.0,1,0,1,0,1
5063,21,82.35,1852.85,1,0,1,0,1
455,24,104.15,2494.65,1,0,1,0,1
2296,1,45.2,45.2,0,0,1,0,1
4319,65,110.0,7138.65,1,0,0,0,0
1658,50,105.95,5341.8,1,0,1,0,0
3484,38,83.45,3147.15,1,0,1,0,1
4552,9,20.45,147.55,0,1,1,0,0
2806,58,86.1,4890.5,0,0,0,1,1
514,30,95.0,2852.4,1,0,1,0,0
1101,20,20.0,417.65,0,1,1,0,1
116,36,31.05,1126.35,0,0,0,1,0
5310,43,66.25,2907.35,0,0,1,0,0
362,58,50.3,2878.55,0,0,0,0,0
3148,47,75.45,3545.1,1,0,1,0,0
6190,1,80.5,80.5,1,0,1,0,1
5075,42,92.15,3875.4,1,0,1,0,1
4754,68,25.25,1728.2,0,1,0,1,0
1818,60,74.35,4453.3,1,0,1,0,0
1245,23,90.45,2117.25,1,0,1,0,1
3237,65,19.85,1267.05,0,1,0,1,0
1870,1,45.55,45.55,0,0,1,0,0
3253,36,104.5,3684.95,1,0,1,0,0
4915,22,39.2,849.9,0,0,1,0,1
6269,35,33.45,1175.85,0,0,1,0,0
1651,1,79.1,79.1,1,0,1,0,1
351,17,44.6,681.4,0,0,0,0,0
2805,60,59.85,3483.45,0,0,0,1,0
4059,2,65.7,134.35,0,0,1,0,0
4294,12,85.15,979.05,1,0,0,0,0
4051,72,97.7,6869.7,1,0,0,1,0
1692,39,25.25,947.75,0,0,0,0,0
6353,10,54.95,568.85,0,0,1,0,0
28,72,90.25,6369.45,0,0,0,1,0
1690,70,97.55,6669.05,1,0,1,0,0
1299,11,44.05,483.7,0,0,1,0,1
768,41,74.25,3089.1,1,0,1,0,1
6704,59,106.15,6256.2,1,0,0,0,1
293,6,89.35,567.8,1,0,1,0,1
2861,1,81.95,81.95,1,0,1,0,1
6439,35,106.9,3756.45,1,0,1,0,1
2183,2,50.2,109.25,0,0,1,0,0
1425,12,74.15,741.4,0,0,1,0,1
3609,61,103.95,6423.0,1,0,0,0,1
4943,71,84.4,5969.3,0,0,0,1,0
1232,34,78.3,2564.3,1,0,1,0,1
1912,44,20.5,865.05,0,1,0,0,0
738,42,79.35,3344.1,1,0,1,0,0
5080,67,93.15,6368.2,1,0,0,1,1
1473,24,98.75,2407.3,1,0,1,0,1
6463,59,69.1,4096.9,0,0,0,0,0
6995,57,89.55,5012.35,0,0,0,1,0
3573,28,19.55,543.8,0,1,1,0,0
4154,6,74.9,469.8,1,0,1,0,1
2266,52,104.45,5481.25,1,0,0,0,0
1789,54,30.4,1621.35,0,0,1,0,1
